title,count
SKA 负责人,3
Analyst Intern,3
摄影／摄像师,3
极致安全与优雅产品组负责人,3
高级 AI 产品经理（交通感知）,3
云平台管理岗（智能交通）,3
实习生｜产品经理,3
计算机视觉研究员实习生,3
实习生｜硬件算法工程师,3
资本运作经理,3
AI 前端工程师,3
B 端＋AI 产品经理,3
产品项目实习生,3
数智化管理,3
Agentic AI 架构师（多智能体系统）,3
投资研究,3
T4,3
大模型应用架构开发（实习）,3
ai 策略产品经理,3
搜索策略产品,3
AI 平台产品,3
高级国际营销经理,3
AIGC 特效产品经理,3
人审产品负责人,3
Head Of Operation,3
AI 用户运营,3
Product GM,3
Head of Affiliate,3
数据算法工程师,3
产品经理／数智化转型咨询,3
人力资源副总裁,3
AI 产品经理／战略与流程优化,3
指令流云游戏预研工程师,3
品牌市场战略与产品经理（实习）,3
投资分析师（实习）,3
社区创作者运营,3
ML Researcher,3
Builder,3
AI Resident,3
Civil Servant,3
人形机器人首席专家／上海团队负责人,3
ADAS Function Application Engineer II | System Solution Engineer,3
AI Product Solution,3
工作室负责人,3
Global E-commerce Product Manager,3
"Sr Manager of Analytics Technology, Science and Engineering",3
产品与研发负责人,3
新媒体经理,3
海外业务总监,3
ToB AI 产品经理,3
HR-COE 福利产品经理,3
AI 产品经理（语音／声学）,3
AI 策略产品经理（C 端）,3
投资并购总监,3
高级员工数据分析师,3
人力资源部总监,3
金融算法工程师,3
某技术中心负责人,3
BIE,3
事业合伙人,3
"Full Professor, PhD Advisor",3
商店领导计划／业务规划分析师,3
创始人／技术总负责人,3
高级搜索产品经理,3
AI 创作产品经理,3
Software Development Engineer 2,3
AI 智能创作产品经理,3
UI,3
项目负责人＆算法研究员（实习）,3
产品解决方案架构师,3
Tech Lead Manager & Staff Research Engineer,3
Chief Technology Officer & Co-Founder,3
算法研究员（实习）,3
AI 算法策略运营,3
JAVA 软件工程师（实习）,3
影视运营,3
社媒营销策划／社媒运营（日本市场）,3
AI 产品经理／平台产品经理,3
AI 产品经理/产品组长,3
前端研发工程师/产品经理,3
联合创始人＆COO,3
高级生态总监＆云平台营销负责人,3
模型开发工程师,3
"Head of Multimodality, Music Intelligence, and Spatial Intelligence (VP, Engineering)",3
海外事业部负责人,3
AI 原生应用 - 产品经理,3
区域产品市场经理,3
实习生／Java 工程师,3
AI 多模态工具产品经理,3
VP/SVP,3
推荐产品运营,3
工具系统运营,3
AI 产品运营＆商业分析,3
早期科技投资,3
基金运营,3
语音产品经理、运营经理＆商业分析师,3
本地化专家（后升任项目经理）,3
Senior AI security professional,3
Full-time Intern,3
资深研究科学家,3
AI 产品经理／研究（NLP 方向）,3
投放策略和渠道策略,3
创始人与产品负责人,3
高级编辑器策划／AI 产品经理,3
汽车组行业研究（实习）,3
AI 产品经理实习生/语言学实习生,3
Java 高级研发工程师,3
AI 产品/运营,3
"Software Engineer, Machine Learning",3
SENIOR GLOBAL MARKETING & BUSINESS MANAGER,3
投资 vp,3
Lead Machine Learning Engineer,3
Founding Machine Learning Engineer,3
平台型产品经理,3
HR Operation 高级专家,3
Go 开发／.NET 开发,3
.NET 开发／TL,3
BI,3
讲师 (A.T.E.R),3
C++研发工程师实习生,3
基座模型产品实习生,3
运营管理／产研 PMO,3
项目管理／产研 PMO,3
工具产品经理（实习）,3
AI 社交产品经理,3
搜索推荐产品实习生,3
平台产品实习生,3
Machine Learning Nano-degree Mentor,3
Research And Teaching Assistant,3
Project Analyst,3
Volunteer Teacher,3
资深数据仓库工程师,3
Finance Business Partner,3
M&A Senior Manager,3
AI 平台产品经理｜解决方案工程师,3
语言学数据标注专员,3
B 端＋Ai 产品经理,3
AI 算法策略产品经理,3
商业化产品,3
新媒体负责人／产品运营,3
视频剪辑／包装设计,3
AI 产品经理组长,3
前端组组长,3
PhD Software Engineer Intern (Machine Learning),3
人工智能研究员／算法工程师,3
运动控制部总监,3
统计工程师（实习）,3
项目销售／售前,3
短视频导演及账号运营,3
绩效&OKR 系统前端负责人,3
文小言多模态 AI 产品经理,3
品牌分析师,3
策略分析师,3
AIGC PM 实习生,3
AI 产品经理（高级）,3
KA 软件行业销售,3
服务号 C 端前端业务负责人,3
通用软件开发,3
机械工程师 兼硬件产品经理,3
AI 技术战略全职分析师,3
自动驾驶仿真工程师,3
高级数字营销经理,3
B5A,3
供应链运营总监,3
AI＆智能座舱产品经理,3
Research Engineer II,3
区域技术支持工程师,3
ITPS 工程师,3
资深前端开发（L8）,3
资深前端工程师（2-2）,3
C 端 h5 和小程序前端架构师,3
高级前端开发（P6）,3
产研一组 Owner,3
半导体行业售前经理,3
3D 模型材质师,3
基础视觉研发负责人/AIGC 创意文字＆动画生成方向算法负责人,3
产品（联合创始人）,3
Principal Software Engineer/Director,3
"Staff Software Engineer, Tech Leader & Manager (L6)",3
Technical Engineering Manager (T8),3
Software Engineer (L5),3
产品管理部部门经理＋AI 影像产品总监,3
11 级产品负责人／内容安全 AI 产品专家,3
高级／实习研发工程师,3
产品实习（AI 语料方向）,3
智能文档理解资深产品经理,3
董事长,3
研究总监,3
数据实习生,3
战略及商业分析,3
高级硬件专家,3
中台智能应答/质检/辅助资深产品经理,3
BI 工程师实习生,3
首席产品官,3
产品经理（广告产品／内容产品）,3
后端研发 Golang,3
高级数据仓库工程师,3
商业化策略＋AI 产品经理,3
User Growth Intern,3
联合创始人/CFO 首席财务官,3
AI 产品全栈,3
云计算大数据产品经理,3
产品经理＆技术研发,3
特斯拉顾问,3
软件研发工程师、技术经理,3
系统策划,3
智能座舱产品经理,3
销售财务,3
美术经理,3
机械结构组长 兼 产品组组长,3
亚马逊销售经理,3
高级客服主管,3
高级社区产品经理,3
3D 网格生成算法工程师,3
内容策划实习生,3
文案策划实习生,3
C/C++ 研发组长,3
AI 平台与创新应用产品经理,3
CV 产品解决方案实习生,3
Java 后端研发,3
部门技术负责人与总架构师,3
AI 产品经理／产品运营管理经理,3
Software developer,3
中台新媒体运营主管,3
导演／新节目研发（实习）,3
海外业务负责人／战略协助,3
中东市场负责人,3
搜索与推荐产品部经理,3
个性化推荐产品线负责人,3
智能交通解决方案架构师,3
AI 行研分析,3
产品执行官,3
发布工具＆AI 效果产品,3
PR 总监,3
海外运营（品牌营销）,3
算法工程师及产品负责人,3
数字化经理,3
策略运营／产品经理,3
AI 工具产品规划,3
Senior Tech Lead,3
企业应用负责人,3
AI 视觉产品经理,3
智能客服/智能搜索产品负责人,3
Head of KAM/Category/Merchandising,3
Sales Representative/Sales Manager,3
风险投资分析师,3
战略分析师＆高级产品经理,3
互联网高级技术专家,3
搜索推荐架构工程师,3
产品战略实习,3
住院医师,3
产品经理｜全球项目实施经理,3
客服产品经理/电商业务负责人,3
高级 ai 产品经理,3
大数据高级工程师,3
AI 产品经理／策略产品经理,3
CV 算法&Device+ 实习生,3
自动化测试开发,3
内容运营/产品运营,3
实习研发工程师,3
搜索引擎架构师,3
广告战略合作高级经理,3
电商高级总监,3
Software/Hardware Development,3
电子商务总监,3
全国 KA 经理,3
前端工程师（全栈）,3
iOS 移动端,3
风险策略,3
Technical Architect,3
APAC Business Development Representative,3
商业合伙人,3
数据调查及市场营销助理,3
项目经理＆产品经理,3
Software Engineer Intern (PhD Machine Learning),3
软件开发工程师（AI／后端）,3
软件开发工程师（iOS),3
CEO、产品技术经理,3
市场,3
COO/联合创始人,3
私募股权实习生,3
Team Lead - Hardware Engineering & Hardware Project Manager,3
创意中心负责人,3
Senior Creative Designer,3
Branding Designer,3
资深技术专家/架构师,3
外事经理,3
编审产品经理,3
合伙人／COO,3
内容增长顾问,3
AI 产品全球增长顾问,3
全栈增长运营,3
前端开发专家/TL,3
算法＆AI 高级猎头顾问,3
会员业务前端主程,3
高级程序员,3
平台技术事业部总经理,3
进出口物流经理,3
产业互联网事业群联席 CTO,3
产品专家＆高级软件工程师,3
线索产品经理,3
Engineering Director,3
AI 产品经理＆平台型产品经理,3
PartTimeAssistant,3
联合创始人、CTO,3
数据洞察审计师,3
风控负责人,3
R&D Manager (M2),3
ADAS & Software Engineer Intern,3
机械设计,3
研发产品经理,3
搜索推荐策略产品经理,3
算法开发,3
Senior Expert ML Engineer,3
人工智能产品经理实习生,3
高级市场运营经理,3
决策规划算法专家研究员,3
AI 产品经理／平台策略产品经理,3
C++ 研发,3
互联平台业务负责人 / BPM＆自动化工作流产品负责人,3
Linux/Android BSP 工程师,3
设计负责人／AI 内容负责人,3
机票火车票体验管理 bp,3
前端产品,3
AI 产品经理实习,3
IT 需求分析,3
AI 框架开发工程师,3
AI 产品研究员,3
科研助理实习生,3
"Product Manager, Summer Incubator",3
"Co-Founder, Head of Product",3
后端开发（项目负责人）,3
漫剧编剧,3
Android 开发实习生,3
Renewable Energy Investor,3
行车策略产品经理实习,3
Senior ML Engineer (T11),3
Node 工程师,3
项目经理兼产品经理,3
高端产品职位,3
AI 大模型开发工程师,3
Research Engineer-Natural Language Understanding,3
Research Data Scientist-Statistical Learning,3
安全架构师,3
AIPM,3
数据 AIPM,3
Accounts cum Admin Assistant,3
模型社区产品负责人,3
资深研发工程师／架构师,3
挂职锻炼,3
记者／编辑／特约评论员,3
AIGC 平台产品策划,3
人机交互研究实习生,3
AI Research Assistant Director,3
Machine Learning Engineer (Intern),3
微证券｜用户产品经理,3
总经理助理（实习）,3
智慧办公｜产品策划,3
AI 产品经理、总裁助理,3
搜索引擎工程师,3
研究员/项目负责人,3
Global Product Manager,3
Associate Account Director,3
Java 资深开发工程师,3
品牌设计实习生,3
游戏客户端开发（技术音频）,3
助理研发工程师,3
战略咨询项目成员,3
科研研究人员,3
证券事务经理,3
CEO 兼首席科学家,3
风控模型工程师,3
Math Tutor,3
Sr. Director of AI & Principal Engineer,3
Lane Fellow / PostDoc,3
产品数据分析团队负责人,3
数据团队和增长项目负责人,3
策略产品／数据产品,3
NLP Algorithm Intern,3
Professor,3
客户服务主管,3
客服总监,3
项目开发经理,3
高级服务端工程师,3
项目管理 PMO 实习生,3
策略＆AI 产品经理,3
私域运营平台产品经理,3
Software Engineer-ZP2,3
Java 后台开发工程师,3
商业化 VP,3
财务高级总监,3
投资 VP,3
高级前端工程师-P6,3
数据科学实习,3
工具产品经理,3
AI＆搜索产品经理,3
Algorithm Engineer of LLM,3
海外品牌公关,3
Senior Researcher/Tech Lead,3
Java 资深工程师,3
创作工具产品,3
工程师／项目经理,3
海外 SEO 负责人,3
Google SEO,3
产品／版本运营,3
AI APP 增长负责人,3
人力资源高级专员,3
创新业务增长负责人,3
快手＆百度渠道负责人,3
百度 SEM＆信息流 优化师,3
中级行业应用产品经理,3
AI Research Scientist,3
AIGC 产品运营,3
Hardware Design Engineer,3
行业研究,3
品类负责人,3
产品管理 - 商务,3
信息安全总监,3
产品管培生,3
营销与业务发展主管,3
技术团队主要成员,3
高级策略产品经理,3
数据分析高级经理,3
副总工程师,3
Senior Member of Technical Staff,3
创新搜索产品经理（多模态视频 Agent）,3
产品经理，用户增长,3
Tech Lead/Staff Research Scientist,3
前端研发和管理,3
项目实施支持,3
高级系统工程师兼 IT 基础设施部总监、解决方案总监、智算产品销售负责人,3
外部战略顾问,3
经纪部策划部,3
人才管理与调配部负责人,3
高级销售工程师,3
区域产品经理,3
生态合作负责人,3
整合营销总监,3
商务合作负责人,3
Android 软件工程师,3
商务合作/市场推广,3
集团财务经理,3
HRM 人力资源经理/HRVP 业务助理,3
合伙人、移动端组长,3
主管材料工程师,3
Senior Frontend Developer,3
用户中台产品经理,3
资深视觉设计,3
实习导演,3
视觉多模态算法工程师,3
战略副总裁,3
Expert ML Engineer,3
机器学习工程师实习生,3
UI 视觉设计师,3
全球运营副总裁,3
支付增长负责人,3
营销增长负责人,3
海外商务拓展,3
顾问/志愿者,3
信息技术经理／主管,3
引擎工程师,3
首席营销官,3
风控算法工程师,3
大模型安全性评估负责人,3
概念设计师,3
亚太区人力资源总监,3
全栈软件工程师,3
解决方案行销工程师,3
信任与安全用户体验研究员,3
B 端 AI 产品经理实习生,3
战略规划总监,3
海外营销／技术支持,3
知识产权负责人,3
美术编辑,3
变革项目经理,3
交互设计,3
专利经理,3
产品经理（P6）,3
Senior Project Manager (Automotive),3
产品设计与运营,3
Front-end developer,3
主要创始员工,3
产品设计总监,3
Staff ML Engineer (6-2),3
兼职项目助理（PTA）,3
消费者研究经理,3
UX 设计,3
"Director, Head of Data Science",3
商务 BD 实习生,3
华为云解决方案架构师,3
功能测试,3
美术设计,3
实习律师,3
"JAPAC Machine Learning Practice Lead, Machine Learning Engineer",3
Senior Backend Engineer (T10),3
Senior Data Scientist & Tech/Project Lead,3
实验室工程师,3
Data Scientist & Tech Lead,3
工程项目经理,3
Secretary,3
平台产品经理实习生,3
IT 研发实习生,3
高级投放经理,3
AI 增长运营专家,3
要闻编辑,3
云计算产品经理（PaaS）,3
AI 换发产品负责人,3
独立设计师,3
高级材料工程师,3
Engineering Manager-Mobile,3
算法技术专家,3
大学助教、助理研究,3
Senior Backend Engineer (2-2),3
主要创始人,3
财务与法律负责人,3
AI产品负责人,3
技术＋产品 leader,3
亚太区财务总监,3
猎头助理,3
智能驾驶软件工程师（实习）,3
资深人力资源经理,3
iOS 高级开发／大前端开发,3
node 后端开发工程师,3
小组长,3
商业咨询/算法顾问,3
销售部经理,3
大模型数据运营,3
综合一组招聘 TL,3
学习发展/基本功 - 通用力,3
技术支持专家,3
图像处理算法工程师,3
影像效果团队负责人,3
Talent Partner,3
事业部 HRBP Head,3
HRCOE 项目经理,3
绩效管理岗,3
服务经理,3
高端猎头顾问,3
手机设计师,3
CRM 产品经理实习生,3
市场专家,3
人力资源业务合作伙伴经理,3
类脑模型算法工程师,3
Service Delivery Manager,3
浏览器内核开发,3
售后技术支持工程师,3
影像效果设计师,3
海外技术支持,3
售后主管／经理,3
品牌设计负责人,3
HRVP/CHO,3
人力资源部高级经理,3
HR Generalist,3
市场营销助理,3
AI 创新业务总监,3
培训＆招聘主管,3
HRBP Leader-生活服务／商业化垂直业务线,3
软件研发实习生,3
项目运营主管,3
CPO,3
品牌管理总监,3
绩效专员,3
法官助理,3
研发技术总监,3
二次元垂类运营,3
数字媒介策划,3
应用科学家实习生,3
hrbp 高级经理,3
资深招聘,3
人力资源主任,3
高级人力资源专员,3
法律总监,3
品牌总经理,3
人力资源业务伙伴,3
Program & Project Management Leader,3
AAD,3
组织发展专家,3
运营部经理,3
Mobile Use AI 产品负责人,3
运营组长,3
GTM,3
合规官,3
产品架构师,3
政府关系专家,3
资深产品经理＆产品团队负责人,3
资深销售总监,3
信息安全专家,3
项目经理、高级咨询顾问,3
研究研究员,3
AI 政策研究研究员,3
人力资源经理＆总裁助理,3
公关副总裁,3
研发本体部＆供应链 负责人,3
投资者关系专员,3
Investment Banking Analyst,3
媒介公关,3
Infra Team Leader (Manager),3
C++ 高级软件工程师,3
大数据研发,3
培训,3
人力负责人,3
高级薪酬福利经理,3
Content Center HRBP,3
招聘 Leader,3
HRBP 经理＆MG 人力总助,3
模拟 IC 设计工程师,3
资深招聘顾问,3
AI 身份验证产品,3
T5,3
SSC 经理,3
财务总监/VP,3
财务经理/主管,3
董事、保荐代表人,3
研发工程师与部门负责人,3
JAVA 开发与系统分析,3
财务一号位,3
招聘 leader,3
财务与投资体系／自动驾驶 BU 财务,3
高级 java 开发,3
猫箱-AIGC 产品经理（视觉化方向）,3
HR Assistant,3
项目现场负责人,3
自动驾驶决策规划算法工程师,3
外骨骼开发及测试实习生,3
Strategy,3
学生学术服务助理 - 软件工程,3
基础研究实习生,3
搜索产品团队负责人,3
电商客户经理,3
产品设计专家,3
材料工艺工程师,3
借调干部,3
政府事务副总监,3
Marketing Assistant,3
AI 数据项目经理／产品运营,3
HRBP（偏招聘）,3
数据分析专员,3
金属材料工程师,3
政府事务总监／公共政策研究中心主任,3
AI 技术平台产品经理,3
产品市场总监,3
AI／平台产品经理,3
资深技术专家 P9＋,3
公共事务高级经理,3
行政专员／助理,3
政府事务主管,3
部门高级经理,3
政府关系高级经理,3
专案经理,3
高级市场研究经理,3
MCN 负责人,3
活动运营／产品经理,3
资深策划,3
增长与市场高级运营专家,3
会员总监,3
版权经理,3
出纳,3
机器学习平台工程师,3
品牌营销高级经理,3
首席运营官（COO）,3
Senior Technical Artist,3
小低数学主讲,3
投资银行暑期实习生,3
Android 技术专家,3
资深 Android 研发工程师,3
Android Developer,3
科技创新大赛组长,3
海外市场运营专员,3
KA 广告运营实习生,3
教研总监,3
编辑组长,3
大模型工程师（AI agent）,3
篮球教练/助教,3
Senior Product Marketing Manager,3
Campaign Manager,3
投融资负责人,3
商业化运营实习生,3
Japan OE Sales,3
综合金融客户经理,3
研究算法工程师,3
"Business Development Director, Japan",3
联合培养学生,3
高级 android 工程师,3
高级内容编辑,3
AI 产品运营经理,3
"Senior Manager, Product Management Div.",3
"Controller, Head of Corporate Administrative Headquarter",3
R&D Project Manager,3
品牌经理／主管,3
中级 UI 设计师,3
数字化产品经理（部门主管）,3
数据平台产品经理（管培生）,3
产品暑期实习生,3
咨询 PTA,3
国际营销经理,3
需求生成与营销活动经理,3
创始合作伙伴关系经理,3
效果营销与市场调研经理,3
Co-Founder & CEO,3
副总经理／VP,3
AIGC 产品经理（P5),3
全国渠道总监,3
资深渠道拓展经理,3
系统研发实习生,3
AI 策略产品经理（P3),3
AI 战略与商业分析顾问,3
大区销售经理,3
CEO（法人）,3
ai 应用工程师,3
AI Program and product Manager,3
资深服务端开发工程师,3
UI/UX 体验设计师,3
内容产品经理,3
高级营销策划经理,3
国内投放负责人,3
视频主管,3
智能座舱 AI 产品经理,3
培训负责人（人力主管）,3
数据系统 Owner／工程师,3
国际化用户研究实习生,3
高级 UI 设计师 - 顾问,3
自由设计师,3
实验员,3
海外用户研究／运营,3
海外执行制片人,3
增长总监,3
亚太区采购经理,3
采购代表,3
Nokia Testing leader,3
高级 Android 工程师,3
制片主管,3
摄影/摄像,3
全球管理培训生,3
后期导演,3
Embedded System Engineer,3
Owner/Partner,3
机器学习软件研究员,3
计算机视觉研究实习生,3
安全研究员,3
高性能计算算法工程师,3
Editor,3
App 产品经理,3
Technical Sales,3
人事助理,3
战略发展主管,3
总经理助理／办公室主任,3
项目负责人／董事长助理,3
审计助理（实习）,3
HR Head,3
OTD,3
SDE2,3
高级招聘主管,3
人力资源总经理,3
招聘、培训主管,3
Head of Program Management Renault Europe,3
Growth Marketing,3
产研 HRBP,3
海外策略运营,3
产品经理｜AI 产品组组长,3
组织发展高级经理,3
android 系统工程师,3
Golang 开发（云原生方向）,3
Project Lead,3
具身智能软件负责人,3
ML Researcher and Scientist,3
Data Scientist Manager,3
产品规划/产品定义/产品开发负责人,3
ERP 实施顾问,3
ADAS Function Application Engineer II,3
场景记忆组负责人,3
SLAM 算法工程,3
航电工程师,3
短视频特效工具资深产品经理,3
商业发展兼解决方案开发负责人,3
学院中心负责人,3
业务产品顾问,3
Quantitative Researcher Intern,3
能源产品架构和建模实习生,3
AI 数据策略运营,3
数字化资源管理岗,3
活动产品经理实习生,3
数字供应链履约算法组组长（高级算法专家）,3
首页推荐算法工程师,3
首席运筹科学家（Principal Operations Research Scientist）,3
Quality Engineer,3
Assistant Engineer,3
资深运筹学专家（Senior Operations Research Specialist）,3
高级研究专家,3
主任机械工程师,3
首席营销官 (CMO),3
技术维护和升级工程师,3
应用支持经理,3
咨询项目管理,3
高级软件工程师（C++）,3
运筹学实习生（Senior Operations Research Specialist）,3
讲师（Instructor）,3
Technical Support/Maintenance Engineer,3
AI 产品经理、项目管理、售前,3
Powertrain Team Assistant,3
高级网络工程师,3
Senior SAP FI/CO Consultant,3
System engineer,3
UGC 运营、视频内容运营、活动运营,3
IT Engineer,3
IT Director,3
嵌入式软件主管,3
Asia Project Manager - Business Intelligence,3
Sales,3
B 端产品经理、平台运营,3
研究型实习,3
高级 iOS 研发工程师,3
User Experience Designer,3
大中华区 IT 负责人,3
Algorithm Scientist,3
投融资 BP,3
主播运营负责人,3
增长运营与策略负责人,3
项目管理、研发,3
战略研究实习分析师,3
海外 KOL 运营,3
人力资源与财务经理,3
UI设计师,3
前端 Leader 技术经理,3
项目财务经理＆国家财务经理＆总部业务财务总监,3
C/C++开发,3
EM,3
JAVA 全栈开发工程师,3
展览策划,3
产运负责人,3
高级商务总监,3
资深市场营销经理,3
0-1 海外产品运营,3
AIGC 商务总监,3
IP 授权商务,3
高级商务 BD 经理,3
商务 BD 经理,3
AI 行业投资助理,3
HMI 产品经理,3
AI 产品经理（TTS 方向）,3
战略分析师，市场营销与数字化管培生,3
增长技术负责人,3
视觉设计总监,3
副合伙人,3
视频运营,3
营销编辑,3
产品战略经理,3
杜嘉班纳美妆产品经理助理,3
Security Engineer,3
工业设计主管,3
营业担当,3
产品策划（暑期实习）,3
资深工业设计师,3
集团用户体验设计总监,3
Member Safety & Recovery Consultant,3
Cash Applications Analyst,3
Risk Analyst,3
Financial Advisor,3
Senior Officer,3
副总编,3
高级增长产品经理,3
Customer Service Operations Manager,3
Senior Operations Team Lead,3
Senior Customer Service Officer,3
Senior Retail Supervisor,3
用户增长运营经理,3
投资者关系负责人,3
UXUI Designer,3
项目制片,3
Navigation Function Owner,3
增长策略负责人,3
工业设计经理,3
图书策划,3
ED,3
内容总监,3
视觉设计专家,3
全球公关,3
TA（全职实习）,3
Full-stack Engineer,3
Business Consultant,3
文案剧情策划,3
法务,3
教学管理,3
编剧负责人,3
联合创始人兼 CEO,3
理科教师,3
社区产品负责人,3
产品运营＆产品经理,3
高级推广经理,3
项目经理 PMO,3
执行总导演,3
平面设计/新媒体运营/编导,3
Senior SW Engineer,3
人力专员,3
资深运营工程师,3
主讲,3
初中英语教师,3
云安全产品运营,3
Senior Manager/Senior Principle Algo Engineer,3
HR Partner,3
短剧产品经理,3
策略运营负责人,3
增长策略运营经理,3
Operations Lead,3
中级安全服务工程师＆企业运营,3
集团招聘负责人,3
大模型应用平台产品经理,3
AI、自动驾驶 Sr D/ Team Leader,3
销售总经理／销售副总裁,3
自由译者、写作者,3
海外考试策划研究员,3
笔译译员,3
国际新闻编译实习生,3
高级产品运营师,3
增长营销,3
创作者合作拓展和社媒运营,3
产品运营与 AI 视频策略师,3
AloT 工程负责人,3
营销视觉广告策划顾问,3
责编,3
短视频账号运营负责人,3
学科运营负责人,3
AI 研发平台产品经理,3
Product Management,3
高级增长经理,3
增长营销负责人,3
IBD 分析师,3
精品组总编,3
Senior Hardware Engineer / Staff Management,3
原创签约内容负责人,3
追书神器主编、漫画岛轻应用总监,3
开源社区运营,3
视频组长,3
推荐策略产品,3
战略与管理咨询分析师,3
人才发展专家,3
Data Science Manager II,3
合伙人实习生,3
区域运营负责人,3
策划运营,3
機器學習研究員,3
Product Lead of Overseas Platform,3
Operations Lead of Content Products,3
International Game Operations Executive,3
国际化业务运营经理,3
驻美国华盛顿出镜记者／主持人,3
认证运营支持（外包岗）,3
高级海外产品经理,3
Summer Associate,3
SEO 顾问,3
产品运营/产品经理,3
Senior UED,3
Strategy Manager,3
Media Analysis & Sales Planning,2
Technical Support,2
Algorithm Scientist / GM Assistant,2
iOS 研发,2
研发 PM,2
智能制造部长、专家,2
外汇交易经理,2
外汇及衍生品高级交易员,2
液晶电视产品质量经理,2
外汇经纪人,2
外汇及衍生品交易员,2
自动化测试组长,2
Full-Stack + Algorithm Engineer,2
项目部门经理,2
研发及项目经理,2
Project Executive,2
FPGA Hardware Engineer,2
高级电商经理,2
财务咨询,2
实习 UI 设计师,2
数字营销与客户关系管理经理,2
系统 BU＆硬件 BU 负责人,2
电商高级经理,2
算力平台高级总监,2
访问研究员/实习生,2
前装产品底层软件＆硬件负责人,2
本科生,2
智能座舱硬件研发副总监,2
售前项目经理,2
高级软件架构师,2
软件设计,2
金融咨询,2
整合营销主管,2
高级业务顾问,2
装机工程师,2
产品策略专家,2
商业化运营专家,2
数字总监,2
光刻设备工程师,2
公关总经理,2
市场专员／助理,2
P10,2
Software Intern,2
Student Assistant,2
群总监,2
创新项目负责人,2
Digital Performance Director,2
电机电磁设计工程师,2
Search Supervisor,2
内容策略经理,2
兼职辅导员,2
Basis 顾问,2
联合创始人＆产品及商业负责人,2
VP of Product Line Management Long Haul and Subsea,2
渠道管理,2
VP of Product Management / Global Business Development,2
CTO，联合创始人,2
IC 测试开发工程师,2
互联网事业部总经理、集团董事长助理,2
数据分析助理实习生,2
"VP Global Product Line Management, Product Marketing",2
图形算法研究员,2
OpenStack 研发工程师,2
资深市场营销专家、开放平台部门总经理,2
投资和新项目发展高级总监,2
部门发展总监,2
"VP Product Line Management, Optical, Switching, Network Management",2
创始成员、前端工程师,2
结构设计专家,2
"Sr Product Mgr, Marketing",2
数据分析 Leader,2
"Various Roles (Chief Programmer, Director, Manager)",2
战士,2
C++ engineer,2
数据标注员,2
社区内容运营,2
商务＆记者,2
工厂副经理,2
研发专家（I4-3),2
C++开发工程,2
系统集成高级项目经理,2
行业市场总监,2
算法专家（P7),2
成本降低工程师,2
法务助理,2
Research associate,2
销售业务拓展与项目副总裁,2
挂职,2
航旅云资源池运营总监,2
浙江余杭十万企业上云 SaaS 项目经理,2
云原生技术专家,2
算法策略,2
VP／副总裁,2
助理编辑,2
销售与业务发展副总裁,2
高级算法经理,2
资深解决方案专家,2
通信工程师,2
Web developer,2
SA,2
中国区财务总监,2
Team leader,2
高管教育顾问及合伙人,2
控制系统工程实习生,2
风险经理,2
客户成功部负责人,2
CTO 兼多模态大模型架构师,2
Strategy Product Manager,2
汽车测试团队主管/汽车工程师兼团队主管,2
UI 设计实习,2
Assistant,2
内容生态策略,2
联合创始人，COO 兼产研负责人,2
上位机,2
Graduate Student Ambassador / Social Media Marketing Assistant,2
产品开发负责人,2
Doctoral Researcher,2
市场部副部长,2
Mayor's office intern,2
资深公关专员,2
软件开发工程师（SDE II）,2
Strategy Director,2
机器学习平台开发,2
渠道生态总经理,2
Founder（创始人）,2
General Partner & Co-founder,2
高级产品测试工程师,2
Finance Intern,2
Fashion Buyer,2
营销运营经理（OD）,2
现场测试团队主管,2
数据仓库架构师,2
定量研究员,2
BI Leader,2
财经撰稿人,2
Business Unit Manager,2
电气工程师（实习）,2
基于大模型的交互式数据分析算法负责人,2
CEO 联合创始人,2
高级售前工程师,2
AI 应用联合项目创始人,2
计算产业 CFO,2
主任工程师 A,2
Media Manager,2
IM 前端负责人,2
品类经理,2
首席产品官 CPO,2
高级业务主管,2
高级产品解决方案经理,2
硬件测试负责人,2
GTM Leader,2
Global Senior Merchandiser,2
"Senior Vice President, Americas Sales",2
Production Planner,2
"Technical Director, Eastern Region Sales",2
自动化,2
Senior Systems Engineer,2
AI Manager,2
采购专员／助理,2
高级 C++ 工程师,2
c 端产品经理,2
技术翻译,2
子公司副总经理,2
电器工程师,2
副总裁／新能源总经理,2
Consulting Systems Engineer,2
常务副总／工程研究中心主任,2
联合创始人／执行董事,2
总经理／亚太区业务总监,2
总经理／首席代表,2
运营中台负责人,2
校长,2
结构 CAE 工程师,2
宁夏区域负责人,2
机器人系统工程师,2
整车产品经理,2
结构设计员,2
AI 研发实习生,2
首席架构师 (AI),2
文科教师,2
联合创始人/COO,2
资深仿真工程师,2
深算法中台总监,2
高级数据算法科学专家,2
项目研发负责人,2
图像算法工程师（实习）,2
齿轮工程师,2
产品方案负责人,2
推荐＆NLP 算法组长,2
法务副总裁／首席风险官,2
Product Marketing Expert,2
出镜记者、主编助理,2
Finance Controller,2
C++开发实习生,2
模块负责人,2
境内法务负责人（P8）,2
项目副总经理,2
法务合同部总经理,2
合同控制工程师,2
recruiter,2
强度工程师,2
创始人/CTO,2
工艺开发工程师,2
产品企划经理,2
创始人／技术负责人,2
高级用户运营专家,2
开发专员,2
高租工程师,2
系统优化专家组组长,2
项目经理/项目组成员,2
工程负责人/项目组成员,2
创始人，CEO,2
